marker_index	num_CpG_sites	sites_methylation_status
1099	8	00011111
1100	1	1
1100	1	1
1100	7	0000000
1100	6	000000
1100	4	0000
1100	3	110
1100	15	000000000000000
1100	7	1111100
1100	14	00000000000000
1100	8	10010111
1100	15	000000000000000
1100	14	00011001000100
1100	6	000111
1100	4	1111
1100	3	111
1100	4	1111
1101	8	00000000
1101	12	001100100000
1101	10	0010110100
1101	4	1010
1102	11	00000000000
1102	8	00000000
1102	8	10000000
1102	7	0000000
1102	12	000000000000
1102	12	000000000000
1102	12	000000000000
1102	16	0000000000000000
1102	9	000000000
1102	8	00000010
1102	5	00000
1102	4	0010
1102	4	0000
1103	2	00
1103	2	00
1103	8	11111111
1103	8	11111111
1103	4	0000
1103	6	111011
1103	4	0000
1103	5	11111
1103	5	10011
1103	3	111
1103	3	000
1104	1	1
1104	1	1
1104	1	1
1104	7	1110101
1104	8	00000000
1104	17	10000000000001111
1104	9	000010000
1104	6	011001
1104	6	000100
1104	6	111101
1104	5	11011
1104	6	111101
1104	4	0001
1105	7	1101111
1105	7	1111111
1105	7	1111111
1105	6	111111
1105	3	101
1105	4	1101
1105	4	1101
1105	4	1111
1105	5	11111
1106	3	011
1106	3	011
1106	3	111
1106	3	011
1106	5	10110
1106	5	11011
1106	4	1111
1106	3	111
1106	4	1111
1106	5	11111
1106	5	11111
1106	5	11111
1106	4	0101
1106	4	1100
1107	7	1111111
1107	5	11111
1107	5	11111
1107	3	110
1107	3	110
1107	3	110
1107	3	111
1108	3	111
1108	4	1001
1108	6	011011
1108	7	1111111
1109	3	111
1109	6	111111
1110	3	000
1110	3	111
1110	6	111010
1110	8	11111110
1110	8	11111110
1110	7	1011110
1110	6	111110
1110	7	0111111
1111	8	11111101
1111	7	1111101
1111	4	0000
1111	3	000
1111	3	101
1111	3	101
1111	5	11111
1111	6	111111
1111	8	10011111
1111	8	11111011
1111	8	11111011
1111	5	11111
1111	4	1111
1112	5	11111
1112	8	10101111
1112	5	00000
1112	7	1111101
1112	6	111111
1112	6	111111
1112	3	111
1113	4	1111
1113	4	1111
1113	4	1111
1113	7	1111111
1113	6	111111
1113	5	11111
1113	5	11111
1113	5	11110
1113	3	010
1114	5	00000
1114	6	101111
1114	5	11111
1114	3	111
1114	3	111
1114	3	111
1115	5	11111
1115	5	11111
1115	5	11111
1115	4	0000
1115	4	1101
1116	5	11100
1116	4	1000
1116	3	000
1116	6	000000
1116	6	000000
1116	3	000
1116	8	00000000
1116	8	01111111
1116	5	11111
1116	3	111
1117	5	01111
1117	5	11111
1117	7	1111111
1117	7	1001111
1117	6	111111
1117	8	11111111
1117	6	000011
1117	6	111111
1117	3	101
1117	3	111
1117	3	011
1117	3	000
1118	8	11111111
1118	8	11101111
1118	5	11111
1118	8	11111111
1118	6	101111
1118	8	11111111
1118	7	1111111
1118	4	0000
1118	3	000
1119	6	111111
1119	7	1111111
1119	6	111111
1119	6	111111
1119	6	111111
1119	7	1111111
1119	6	111111
1119	5	11111
1119	5	11111
1119	5	11111
1119	3	000
1120	1	1
1120	3	111
1120	3	111
1120	3	111
1120	6	111111
1120	9	111111111
1120	5	11111
1120	8	11111111
1121	1	0
1121	8	11110111
1121	11	11111111111
1121	10	1111111111
1121	11	11111111111
1121	12	111111111110
1121	13	1110111111111
1121	10	1111111111
1121	6	101101
1121	7	1010110
1121	7	0101101
1121	6	101111
1121	5	11110
1122	3	111
1122	6	111111
1122	5	11111
1122	3	111
1123	1	1
1123	1	1
1123	8	11111111
1123	13	1110111111110
1123	4	1101
1124	7	1101111
1124	9	111111111
1124	7	1111111
1124	7	1111111
1124	7	1111111
1124	7	0111111
1124	6	111111
1124	4	1111
1125	2	11
1125	2	11
1125	4	1111
1125	7	1111111
1125	4	1111
1125	4	1111
1125	3	111
1126	15	000000000000000
1126	15	000000000000000
1126	15	000000000000000
1126	8	11111111
1126	5	11111
1126	4	1111
1126	3	010
1127	6	111110
1127	4	1111
1127	5	11111
1128	2	11
1128	9	111111111
1128	9	111111111
1128	7	1111111
1128	5	11111
1128	9	111111111
1128	8	11111111
1128	8	11111111
1128	10	1111111111
1128	6	111111
1128	6	111111
1128	4	0111
1128	3	111
1128	3	111
1129	2	00
1129	5	11101
1129	6	111111
1129	6	111111
1129	9	111111111
1129	8	11111111
1129	3	010
1129	7	1000111
1130	7	0000000
1130	6	000000
1130	4	0000
1130	6	000000
1130	14	00000000001000
1130	9	011111101
1131	8	00000000
1131	3	010
1131	3	010
1131	11	00000000000
1131	7	0000000
1131	6	000000
1131	7	0000000
1131	6	000000
1131	7	0000000
1131	10	0000000000
1131	3	000
1131	3	000
1132	2	00
1132	2	00
1132	4	0111
1132	3	111
1132	4	1111
1132	3	111
1132	3	111
1132	3	011
1132	3	011
1133	5	11111
1133	11	11111111101
1133	3	111
1133	3	111
1134	5	10011
1134	8	01111111
1134	9	010011001
1134	9	111111101
1134	3	100
1135	2	01
1135	2	01
1135	2	01
1135	5	11111
1135	3	111
1136	3	000
1136	3	000
1137	5	11111
1137	6	000000
1137	6	100111
1137	6	111111
1137	5	11111
1137	5	00000
1138	5	00000
1138	5	00000
1138	9	000000000
1138	10	0000000000
1138	6	000000
1138	7	0000000
1138	3	000
1139	1	0
1139	1	0
1139	1	0
1139	1	0
1139	1	0
1139	3	011
1139	4	0110
1139	6	111111
1139	4	1111
1139	4	1111
1139	4	0111
1139	5	01111
1139	3	110
1140	3	111
1140	9	111111111
1140	3	111
1140	3	111
1140	4	1111
1140	4	1110
1140	4	1110
1140	3	000
1140	4	1110
1140	4	1111
1140	3	111
1140	3	111
1140	4	1101
1140	3	101
1140	3	111
1141	4	0010
1141	4	1011
1141	6	111101
1142	2	00
1142	2	00
1142	5	11101
1142	7	0100011
1142	9	000000000
1143	1	0
1143	1	0
1143	6	111111
1143	5	11111
1143	4	1111
1143	4	1111
1143	3	110
1143	3	111
1143	3	111
1144	5	00000
1144	5	00000
1144	4	1000
1144	13	0000000000000
1144	9	111111111
1144	8	11111111
1144	11	00000000000
1144	12	000000000000
1144	14	00000000000000
1144	14	00000000000000
1144	9	111111111
1144	4	1111
1145	3	000
1145	8	10011111
1145	8	01111111
1145	8	11101011
1145	3	011
1146	3	011
1146	3	011
1146	7	0111111
1146	7	1111111
1146	6	111111
1146	7	1111111
1146	8	11111111
1146	8	11111111
1146	8	11111111
1146	6	111111
1146	4	1111
1146	3	100
1146	4	1111
1146	4	1111
1146	4	1111
1146	4	0000
1146	4	1111
1147	1	0
1147	7	1000111
1147	5	11111
1147	8	11111111
1147	9	111111111
1147	7	1111111
1147	8	11111111
1147	5	11111
1147	4	1111
1148	3	111
1148	3	010
1148	6	111111
1149	7	1111111
1149	7	1111111
1149	5	11111
1149	5	11111
1149	3	111
1149	4	1111
1149	4	1111
1149	4	0001
1149	5	01111
1149	5	11111
1150	3	111
1150	3	111
1150	4	1111
1150	6	111111
1150	7	1111111
1150	7	1111111
1150	6	111111
1150	4	1111
1150	5	10111
1150	5	11011
1150	5	11101
1150	4	0000
1150	5	11101
1151	5	11111
1151	5	11111
1151	5	11111
1151	4	1111
1152	8	00000000
1152	10	0000000000
1152	10	0000000000
1152	9	111111111
1153	2	11
1153	2	11
1153	5	00000
1153	6	111111
1153	6	111111
1153	7	1111111
1153	5	11111
1154	6	110110
1154	5	11111
1154	5	11111
1154	7	1011111
1154	6	000000
1154	6	111111
1154	6	111111
1154	6	111111
1154	5	00000
1154	7	1111110
1155	6	111111
1155	6	101111
1155	5	11111
1155	5	11111
1155	4	1111
1155	4	1111
1155	7	1111111
1155	10	1110111111
1155	3	111
1155	4	1111
1156	3	111
1156	3	111
1157	5	11011
1157	6	111001
1157	4	1111
1157	5	11111
1157	5	11111
1158	11	11111111111
1158	9	111111111
1158	3	111
1159	7	0000000
1159	8	00000000
1159	7	0000000
1160	1	0
1160	7	1101111
1160	4	1110
1160	5	11111
1160	4	1111
1160	5	11110
1160	7	1111001
1160	10	1001011011
1160	8	01111111
1160	7	1111101
1161	4	1111
1162	1	0
1162	1	0
1162	6	111111
1162	6	111111
1162	6	111111
1162	6	011111
1162	7	1111111
1162	7	1111111
1162	8	11111111
1162	6	111111
1162	6	111100
1162	7	1111111
1162	9	111111111
1162	7	1111111
1162	7	1111111
1162	5	10111
1162	9	011111111
1163	5	11110
1163	7	0000000
1163	8	11111111
1163	7	0000000
1163	11	11111111011
1163	7	0000000
1163	3	101
1164	5	11111
1164	4	1111
1164	4	1111
1164	4	1011
1164	7	1111111
1164	7	1111111
1164	6	111111
1164	4	1111
1164	4	1111
1164	8	11111111
1165	1	1
1165	4	0000
1165	6	111111
1165	3	110
1165	4	0111
1165	4	1110
1165	4	1110
1165	3	110
1165	3	011
1166	7	0000000
1166	8	00000100
1166	5	11110
1166	13	0000000000000
1166	9	111111111
1166	11	00000000000
1166	3	111
1167	1	0
1167	4	1101
1167	7	1101111
1167	8	11111111
1167	8	11111111
1167	9	111111111
1167	3	111
1167	4	1111
1167	3	111
1168	6	111111
1168	6	111111
1168	6	111111
1168	3	000
1168	7	1111111
1168	11	11111111111
1168	5	00000
1168	9	111111111
1168	8	00011000
1168	6	000000
1168	6	111111
1168	4	0000
1168	7	1111111
1168	6	000000
1168	11	11111110010
1168	9	111011111
1168	9	111111111
1168	11	11111111111
1168	9	111111111
1169	5	11111
1169	6	111111
1169	4	1010
1169	3	000
1169	4	1110
1170	1	1
1170	1	1
1170	1	1
1170	8	01111111
1170	12	111111100110
1170	6	111111
1170	6	000000
1170	11	11111111111
1170	11	11111111111
1170	7	0000101
1170	12	111111110111
1170	9	111111111
1170	3	111
1171	3	111
1171	3	000
1171	6	010111
1171	4	0000
1171	7	1111111
1171	8	01011110
1171	5	11111
1171	8	11101111
1171	5	00000
1171	6	000000
1171	3	000
1172	1	1
1172	7	1111111
1172	6	101110
1172	4	1111
1172	7	1111111
1172	7	1111111
1172	6	111111
1172	5	11111
1172	6	111111
1172	5	11111
1173	4	1101
1173	4	0111
1173	4	1111
1173	4	1111
1173	3	111
1174	7	1110111
1174	7	1111111
1174	9	110111111
1174	10	1111111111
1174	10	1101110111
1174	6	111111
1174	3	111
1174	7	1111111
1174	4	0111
1174	4	0111
1174	7	1111111
1174	5	00000
1174	3	011
1174	3	111
1174	4	1111
1175	2	00
1175	3	111
1175	3	110
1175	3	110
1175	3	111
1175	3	110
1175	3	111
1176	4	0000
1176	4	0000
1176	4	0000
1176	7	0111011
1176	4	0000
1176	5	11011
1176	4	1111
1177	5	11111
1177	4	0000
1178	5	11111
1178	5	11111
1178	5	11111
1178	4	1000
1178	4	1111
1179	7	1111111
1179	6	111111
1179	3	000
1180	1	1
1180	1	1
1180	1	1
1180	3	000
1180	6	111011
1180	5	10000
1180	4	0011
1180	7	1111110
1180	7	1111101
1180	8	11111111
1180	6	111111
1180	5	00000
1181	3	010
1181	3	011
1181	4	1010
1181	3	111
1181	3	000
1181	3	000
1181	3	111
1181	4	1111
1181	4	1111
1181	6	111111
1181	3	111
1181	6	111111
1181	6	111111
1181	7	1111111
1182	1	1
1182	1	1
1182	1	1
1182	1	1
1182	7	1111111
1182	4	0000
1182	8	01000000
1182	7	1110111
1182	3	111
1182	3	000
1183	3	011
1183	4	0000
1183	4	0000
1183	5	00000
1183	4	1111
1184	9	111111111
1184	7	1101111
1184	8	11011111
1184	5	00000
1184	3	000
1185	3	111
1185	7	1111111
1185	5	00000
1185	7	0111111
1185	6	111111
1185	5	11111
1185	4	1111
1185	5	11111
1185	5	11111
1185	4	0000
1186	3	001
1186	5	11111
1186	3	111
1187	11	11000001111
1187	15	111111111111111
1187	14	01000111110111
1187	11	11111111111
1187	8	11111111
1187	8	00000111
1187	6	111111
1187	9	111011011
1187	7	1011011
1187	7	1001011
1187	6	111111
1187	4	1111
1188	8	11111111
1188	9	011111111
1188	9	111111111
1188	7	1111111
1188	7	1111111
1189	1	0
1189	9	111111101
1189	8	11111111
1189	8	11111111
1189	3	000
1189	8	11111111
1189	8	11111111
1189	6	111111
1189	11	11111111111
1189	7	0000000
1189	9	111110111
1189	6	000000
1189	4	1111
1189	4	1110
1189	3	111
1189	3	111
1189	3	111
1189	3	000
1189	3	000
1190	4	0011
1190	8	11111111
1190	3	011
1190	3	111
1190	3	111
1191	3	110
1191	6	110111
1191	6	111111
1191	5	11111
1192	7	0000000
1192	7	1101111
1192	7	0000000
1192	6	000000
1192	8	00000000
1192	7	0000101
1192	5	00100
1192	3	010
1193	6	011111
1193	9	000000000
1193	15	111110111111001
1193	12	000000000000
1193	15	000000000000000
1193	20	00000000000000000000
1193	13	0000000000000
1193	13	0000000000000
1194	4	1111
1194	4	1110
1194	4	1100
1194	3	111
1194	4	0011
1194	5	11000
1194	6	111111
1194	4	1111
1194	4	1111
1194	3	111
1194	3	111
1194	3	111
1194	3	111
1194	3	001
1195	3	000
1195	8	11111111
1195	4	1111
1195	4	1111
1195	4	1111
1195	5	11111
1196	5	00000
1196	4	0000
1196	8	00111111
1196	6	111111
1196	7	1111110
1196	5	11111
1197	7	1111111
1197	7	1111111
1197	10	0010101111
1198	6	000011
1198	3	111
1198	4	1111
1199	8	00000000
1199	5	00000
1200	6	111110
1200	6	111110
1200	6	111110
1200	8	00000000
1200	5	00000
1201	1	1
1201	4	0000
1201	9	111111111
1201	9	111111111
1201	6	111110
1201	6	111011
1201	6	111011
1201	7	1111111
1201	6	011011
1202	7	1111100
1202	7	1111111
1202	6	111111
1202	8	11111111
1202	6	111111
1202	6	111111
1202	6	111111
1202	6	111111
1202	3	000
1202	4	1111
1202	3	000
1203	3	111
1203	3	111
1203	3	111
1203	10	1111111111
1204	8	00000000
1204	4	1111
1204	8	11111101
1204	7	0000000
1204	10	0010000011
1204	7	1000011
1204	8	11111111
1205	6	101111
1205	7	1011111
1205	3	111
1205	6	111101
1205	7	1110111
1205	8	11111011
1205	7	1111111
1205	4	1111
1205	4	1111
1206	3	000
1206	3	000
1206	3	000
1206	3	000
1206	3	000
1206	5	11110
1206	4	0000
1206	3	000
1206	4	0111
1206	4	1111
1207	8	11010111
1207	6	111111
1207	7	1111111
1207	6	111111
1208	8	00000000
1208	6	000000
1208	6	000000
1208	7	0000101
1208	6	001100
1208	6	000000
1208	5	01100
1209	5	11111
1209	9	000000000
1209	5	11111
1209	9	000000000
1210	1	1
1210	6	111111
1210	10	0010111111
1210	11	10110111111
1210	7	1111111
1211	3	000
1211	6	011101
1211	3	000
1211	6	110111
1211	8	01111111
1211	9	111101111
1211	9	111111111
1211	8	11111111
1211	6	111111
1211	5	11111
1211	5	11111
1211	5	11111
1211	5	11110
1212	10	0000000000
1212	10	0000000000
1212	9	000000000
1212	5	00000
1212	5	00000
1212	6	000000
1212	7	0000000
1212	7	0000000
1213	4	0000
1214	7	1111111
1214	7	1111111
1214	10	1111111111
1214	11	11111110111
1215	6	111111
1215	9	111111111
1215	8	10101111
1215	8	11111110
1215	8	11111111
1215	4	1011
1215	3	111
1216	2	00
1216	5	11111
1216	3	111
1217	5	00000
1217	13	1111111111111
1217	11	11111111111
1217	10	1111111111
1217	9	111111111
1217	11	11110111101
1217	9	111111111
1217	6	110011
1217	7	1001111
1217	7	0100111
1218	5	00000
1218	6	000001
1218	4	1111
1218	9	111111111
1218	13	0000000000000
1218	6	000000
1218	3	000
1219	3	111
1219	3	010
1219	9	110110111
1220	8	00010000
1220	5	11111
1220	6	110111
1220	7	0111111
1220	6	110111
1220	4	1111
1220	4	0000
1220	4	1111
1220	4	0010
1220	4	0010
1220	3	101
1220	6	101111
1221	8	00000000
1221	8	00000000
1221	6	011011
1221	3	000
1221	3	000
1222	10	0111011101
1222	6	000110
1223	1	0
1223	1	0
1223	5	00000
1223	8	00000000
1223	3	000
1223	4	0000
1223	4	0000
1224	3	101
1224	5	11111
1224	5	11111
1225	4	1111
1225	4	1111
1225	4	1111
1225	4	0111
1225	4	0000
1225	5	01110
1225	3	010
1225	3	110
1226	5	00000
1227	7	0000000
1227	8	00000000
1227	8	00000000
1227	5	00000
1227	10	0000000000
1227	11	00000000000
1227	12	000000000000
1227	10	0000000000
1227	9	001010111
1227	14	00000000000000
1228	10	0000000001
1228	8	00000000
1228	8	00000000
1228	5	00000
1229	8	11111111
1229	9	111111101
1229	9	110101111
1229	9	101111111
1229	7	0000000
1229	4	1110
1230	7	1111111
1230	7	1111111
1230	7	1111111
1230	8	01111111
1230	11	11111111111
1230	9	111111111
1230	8	11111111
1232	1	0
1232	1	0
1232	14	01001010000000
1232	13	0000000000000
1232	3	000
1234	4	0000
1234	7	1111111
1234	9	111111111
1234	9	111111110
1234	8	11110111
1235	5	11111
1235	5	01111
1235	5	11011
1235	4	1111
1235	3	111
1235	3	110
1235	3	111
1235	3	111
1235	3	111
1236	4	1011
1236	4	1111
1236	4	1111
1236	5	11111
1236	5	00111
1236	4	0000
1236	4	1111
1236	3	111
1237	4	0000
1237	17	00000000000000000
1238	3	000
1238	4	0110
1238	4	0000
1238	6	110000
1238	3	000
1238	3	000
1238	3	000
1238	3	000
1238	3	101
1238	3	000
1238	3	000
1238	12	000000000000
1238	10	0000000000
1238	11	00000000000
1239	10	0000000000
1239	8	00000000
1239	5	00000
1239	5	00000
1240	1	0
1240	6	011111
1240	11	00001111101
1240	9	101001011
1240	6	110101
1240	3	000
1241	2	11
1241	2	11
1241	6	111110
1241	7	1011111
1241	10	1111111111
1241	8	00000000
1241	12	111111111111
1241	10	1111101111
1242	3	111
1242	8	10001110
1242	3	000
1243	1	0
1243	9	000000000
1244	4	1000
1244	3	111
1244	3	000
1244	4	0000
1244	4	1111
1245	3	000
1245	7	1111111
1245	11	11111111111
1245	6	110111
1245	10	1111111111
1245	10	1111111111
1245	9	111111111
1245	10	1111111111
1245	9	111111111
1245	8	11111111
1247	4	1111
1247	7	0000000
1247	6	111111
1247	7	1111111
1248	5	11011
1248	3	111
1248	12	111111111111
1248	13	1111111101001
1248	14	11111101111011
1248	13	1111011111110
1248	11	11111111111
1248	7	1111111
1248	3	111
1248	3	111
111	1	1
111	4	0000
111	3	000
111	4	0111
111	5	00011
111	3	000
111	7	1111111
111	6	111111
111	7	1111111
111	8	11111111
111	3	111
112	3	100
112	3	001
112	5	11111
112	5	11111
112	5	11101
112	6	111111
112	3	011
112	3	111
113	6	111111
113	6	000000
113	5	11111
113	5	11100
113	3	111
113	3	111
113	3	111
113	3	111
113	4	1111
113	5	11111
113	5	01111
113	4	1111
114	6	111111
114	5	11111
114	3	000
114	9	111111111
114	5	00000
114	8	11111111
114	8	11111111
114	4	1111
114	3	111
115	8	00000000
115	7	0000000
115	5	11111
115	4	1111
115	7	1111111
115	9	111111111
116	6	111111
116	6	000000
116	6	111101
116	6	011000
117	1	1
117	4	1111
117	8	11111111
117	7	1011111
117	8	00000000
117	5	11110
117	3	000
118	1	0
118	4	1000
118	3	001
119	1	0
119	3	111
119	7	1111111
119	3	111
120	1	1
120	1	1
120	1	1
120	1	1
120	1	1
120	6	111111
120	4	0000
120	4	0000
120	3	111
120	3	111
120	5	11111
120	5	11111
120	6	111111
120	3	000
120	6	111111
120	6	111111
120	4	1111
120	4	1111
120	3	111
120	4	1111
120	6	111101
120	4	1111
120	5	11101
121	1	0
121	3	000
121	7	1010111
121	7	1111111
121	7	1011111
121	5	11000
121	3	000
121	3	000
121	3	110
122	3	101
122	3	101
122	5	11111
122	5	11111
122	3	000
123	3	111
123	3	111
123	4	1111
123	5	11111
123	3	000
123	5	11111
123	4	1110
124	1	1
124	1	1
124	8	00111111
124	8	11111111
124	6	111110
124	6	111111
124	6	111111
124	4	1111
124	7	1111111
125	5	11111
125	7	0000111
125	8	11111111
125	7	1111111
125	4	0111
126	3	111
126	6	110101
126	7	1101011
126	7	1011111
126	7	1011111
126	7	0011111
126	4	1111
126	4	1111
126	3	111
126	6	111111
127	5	11111
127	6	010110
127	6	011111
127	5	11011
127	3	111
128	2	11
128	5	11111
128	3	111
128	5	11111
128	6	111111
128	4	1111
128	5	11111
128	7	1111110
129	18	011111111111111111
129	18	011111111111111111
129	6	111111
129	4	1111
129	6	111111
129	8	00001111
129	6	000000
129	8	11111111
129	7	0000000
130	7	0000000
130	4	0000
131	6	111111
131	3	111
131	3	000
131	3	000
131	4	1111
131	4	0000
132	1	0
132	6	111111
132	7	1111111
132	10	1111111111
133	3	111
133	8	11111111
133	3	000
133	4	1111
133	4	1011
133	3	111
133	7	1111111
133	5	11110
133	5	11111
133	5	11111
133	4	1111
134	5	11111
134	6	111111
134	4	1111
135	3	011
135	5	11100
135	5	11111
135	5	11100
135	5	11111
135	4	1111
135	4	1111
135	5	11111
135	4	0000
135	3	110
135	4	1111
135	6	111011
135	3	111
136	1	1
136	3	000
136	3	111
136	4	1011
136	4	1101
136	4	1101
136	5	01101
136	5	11111
136	3	111
136	4	1111
136	3	000
137	9	111111111
137	9	111111111
137	7	1111101
137	7	1111111
137	5	11010
138	4	0000
138	6	000000
138	6	111111
138	6	111111
138	6	111111
138	3	000
138	7	0000000
138	9	111111111
138	8	11111111
138	6	111111
139	1	0
139	3	111
139	3	000
139	3	111
139	7	1111110
140	1	0
140	1	0
140	1	0
140	1	0
140	1	0
140	7	1111111
140	7	1111111
140	9	111111010
140	4	0000
140	3	000
140	3	011
140	3	111
140	6	101111
141	9	101111111
141	5	11111
141	3	111
142	3	011
142	8	11011111
142	8	00000000
142	5	00111
142	9	111111111
142	6	111111
143	1	1
143	1	1
143	1	1
143	10	1111111110
144	5	11111
144	4	1111
144	3	101
144	3	101
144	4	0000
144	5	00000
144	5	00000
144	3	101
145	1	0
145	4	0000
145	4	1111
145	3	011
145	3	111
145	3	111
146	5	11111
146	4	1111
146	4	1111
147	4	1111
147	8	11111111
147	3	000
147	5	11101
147	3	011
147	7	1111111
147	6	000000
147	5	11111
148	5	11111
148	3	000
148	4	1111
148	4	1111
148	4	1110
149	9	111111111
150	9	111111111
150	9	111111111
150	4	0000
150	7	0000000
150	10	1111111010
150	10	1111111000
150	9	111100000
151	9	111100000
151	9	111100000
151	7	1111110
151	6	111111
152	6	111111
152	6	111111
152	4	1111
152	3	000
153	2	11
153	6	000000
153	5	11111
153	3	101
153	3	100
154	1	1
154	4	1111
154	7	0001111
154	7	1111111
154	7	1111111
154	6	111111
154	6	111111
154	6	111111
154	10	1111111111
154	11	11011111111
154	12	111111111111
154	6	000000
154	4	0000
154	3	111
154	5	11111
154	4	1111
154	4	1111
154	3	111
154	5	11111
154	6	000111
154	7	1111111
154	7	1111111
155	7	0000000
155	10	0000000000
156	1	0
156	9	000000000
156	10	0000000000
156	8	00100001
157	1	1
157	9	000000001
157	3	100
158	9	000000000
158	8	00000000
158	9	010000100
158	10	0000000000
158	6	111111
158	5	11111
158	13	1100000000000
158	7	0000000
159	4	0010
159	4	0010
159	6	100000
159	12	000000000000
159	13	0000000000000
159	15	000000000100000
159	11	00100000000
159	8	01011011
160	3	011
160	3	011
160	3	110
160	3	011
160	3	001
160	4	0000
160	13	0000000000000
160	7	0000010
160	4	0000
160	15	000000000000000
160	9	110101111
160	4	0000
160	3	001
161	4	1111
162	1	0
162	4	0111
162	7	1111111
162	7	1111111
162	6	111111
162	9	111111111
162	9	111111111
162	9	111111111
162	7	1111111
162	12	111111111111
162	12	111111111111
162	11	11111111111
162	11	11111111111
162	5	00000
164	9	000000000
164	7	0000000
164	5	00000
164	5	00000
164	4	0000
164	4	0000
164	4	0010
164	4	0010
164	5	00101
164	5	01100
164	3	101
164	3	000
165	7	0000000
165	20	00000000000000000000
165	11	00000000000
165	8	00000001
165	17	00000000000000000
165	15	000000000000000
165	7	0000000
166	8	00000000
166	7	0000000
166	10	0000000000
166	9	000000001
167	5	00000
167	5	00000
167	11	00000000000
167	12	000000000000
167	13	0000000000000
167	6	111010
167	9	000000000
167	9	000000000
167	6	000000
167	3	000
168	5	00000
168	9	000000000
168	12	000000000000
168	12	000000000100
168	9	000000000
168	12	000000000000
169	4	1111
169	4	1111
169	7	1001111
169	11	01110011111
169	4	0000
170	3	111
170	9	111111111
170	7	1111111
170	9	111111111
170	9	111111111
170	8	11111111
170	9	111111111
170	12	111111101111
170	3	111
170	3	111
171	1	0
171	5	10011
171	5	11000
171	5	11000
171	5	00000
171	3	111
171	5	00000
171	5	01000
171	5	01111
171	3	000
171	3	000
172	1	0
172	1	0
172	1	0
172	11	00000000000
172	13	0000000000000
172	11	00000000000
173	4	1111
173	3	000
173	3	000
173	3	000
173	3	000
173	4	0001
173	7	0001100
173	9	000110000
173	5	11100
174	8	00000000
174	8	00001010
174	17	00000000000000000
175	1	0
175	1	0
175	9	000000000
175	9	000000000
175	7	1110000
175	15	000000000000110
175	11	00000011010
175	7	0000111
176	13	0000000000000
176	16	0000000000000000
176	10	0000000000
176	16	0000000000000000
176	8	00000000
176	8	00000000
176	6	000000
176	5	00000
177	6	000000
177	10	0000000000
177	13	0000000000011
177	8	00000000
177	11	00000000011
177	8	00000000
177	12	010000000100
177	6	000000
177	12	110000000000
177	11	00000000001
177	10	0000000100
177	6	100000
177	3	001
177	3	111
177	3	110
177	3	110
178	1	0
178	10	1111111111
178	7	1111111
178	7	1111111
178	6	111111
178	4	1111
178	4	1111
178	5	11111
178	4	0100
178	4	0000
178	5	11011
178	4	0000
178	3	111
180	1	0
180	1	0
180	6	000000
180	4	0000
180	6	000000
180	6	000000
180	4	0000
180	12	111101000100
180	15	000000000000000
180	11	00000000000
180	9	000000000
180	7	0000000
180	4	0000
181	11	00000000000
181	15	000000000000000
181	13	0000000000000
181	7	1111111
181	7	1111111
181	9	000000000
181	5	10111
181	6	111111
181	5	00000
181	4	1100
181	3	000
182	3	111
182	3	110
182	5	11111
182	4	1111
182	3	111
182	3	111
182	4	1111
182	4	1011
182	4	1111
182	5	11111
182	6	111111
182	6	111111
182	5	01011
182	7	1111111
182	7	1111111
182	5	11111
182	5	01100
182	6	111111
182	4	1111
183	1	0
183	1	0
183	10	1111111111
183	6	111111
183	11	11111111111
183	11	11111111111
183	9	111011111
183	9	111111111
183	8	00000000
184	3	111
184	6	011111
184	8	11111111
184	10	1111111111
184	8	11111111
184	9	111111111
184	8	11111111
184	8	11111111
184	7	1111111
184	6	111111
185	1	1
185	3	000
185	5	01111
185	6	011111
185	6	111011
185	4	1111
186	3	111
186	5	11111
186	8	11111111
186	8	11111111
186	8	11111111
186	8	11111111
186	8	11111101
186	7	1111110
186	5	11101
186	3	101
186	6	000000
186	8	11111111
186	8	00000000
186	5	11111
186	4	1111
187	11	11111111111
187	4	0000
187	12	111111111111
187	9	111111111
187	8	11111111
187	4	1111
187	5	11111
187	3	100
187	8	11111111
187	7	0000000
187	7	1111111
187	9	111111111
187	9	111111111
187	7	1111111
187	7	1111111
188	4	0000
188	13	0000000000000
188	4	0000
189	1	0
190	8	00000000
190	9	000000000
190	6	000000
190	6	000000
190	7	0000000
190	9	000000000
190	5	00000
190	8	00000000
190	4	0000
190	3	000
190	3	000
191	4	0100
191	5	10000
191	5	01000
191	6	100001
191	8	11010110
191	8	00000100
191	7	0000000
191	4	0000
191	4	0000
191	4	0000
191	8	00000001
191	6	000010
192	10	0000101100
192	12	000000000000
192	8	00000000
192	5	00000
192	8	00000100
192	6	000000
192	10	0000001000
192	14	00010000000000
192	11	00000000000
192	8	00000000
192	10	0000000000
192	10	0000000000
192	8	00000000
193	4	0100
193	3	000
193	3	000
193	3	000
193	3	000
193	5	00000
193	6	000111
194	4	0000
194	5	00000
194	5	01000
194	6	100000
194	8	00000000
195	8	00000000
195	8	00000000
195	8	00000000
195	8	00000000
195	5	00000
195	9	000000000
195	8	00000000
195	5	00000
195	7	0000000
195	8	00000000
195	5	00000
196	2	11
196	2	11
196	4	0001
196	4	0000
196	4	0000
196	5	00000
196	5	00000
196	5	00000
196	5	00000
196	5	00011
196	6	000000
196	5	00000
